Belshazzar,M,Biblical,"Ba'al Protect The King"
Ben,M,Biblical,"Son"
Benaiah,M,Biblical,"Yahweh Has Built"
Benammi,M,Biblical,"Son Of My People"
Benhail,M,Biblical,"Son Of Might"
Benhanan,M,Biblical,"Son Of Favor"
Benjamin,M,Biblical,"Son Of The South"
Beno,M,Biblical,"His Son"
Benoni,M,Biblical,"Son Of My Sorrow"
Berachah,M,Biblical,"Blessing"
Berachah,F,Biblical,"Blessing"
Berachiah,M,Biblical,"Blessed By God"
Beraiah,M,Biblical,"Created By God"
Beraiah,F,Biblical,"Created By God"
Berea,F,Biblical,"Well Watered"
Berechiah,M,Biblical,"Whom God Has Blessed"
Bered,M,Biblical,"Hail"
Beriah,M,Biblical,"With A Friend"
Beriah,F,Biblical,"With A Friend"
Bernice,F,Biblical,"Bringing Victory"
Beryl,F,Biblical,"Green Jewel"
Bethabara,M,Biblical,"Ferry House"
Berhabara,F,Biblical,"Ferry House"
Bethany,F,Biblical,"House Of Figs"
Betharam,M,Biblical,"House Of The Height"
Betharam,F,Biblical,"House Of The Height"
Bethel,F,Biblical,"House Of God"
Bethesda,F,Biblical,"House Of Mercy"
Bethrehob,M,Biblical,"House Of The Street"
Bethrehob,F,Biblical,"House Of The Street"
Bethsaida,F,Biblical,"House Of Fish"
Bethuel,M,Biblical,"Man Of God"
Bethul,M,Biblical,"Dweller In God"
Bethul,F,Biblical,"Dweller In God"
Beulah,F,Biblical,"Married"
Bezek,M,Biblical,"Lightning"
Bichri,M,Biblical,"First Born"
Bichri,F,Biblical,"First Born"
Bidkar,M,Biblical,"One Who Stabs"
Bildad,M,Biblical,"Son Of Contention"
Bilhah,F,Biblical,"Bashful"
Bilhan,M,Biblical,"Modest"
Binea,M,Biblical,"Fountain"
Binea,F,Biblical,"Fountain"
Bithiah,F,Biblical,"Daughter Of Yahweh"
Bithron,M,Biblical,"Ravine"
Bithynia,F,Biblical,"Violent Rushing"
Boaz,M,Biblical,"Swiftness"
Brier,F,Biblical,"Thorny Plant"
Bukki,M,Biblical,"Wasting"
Bukki,F,Biblical,"Wasting"
Bukkiah,M,Biblical,"God Has Emptied"
Bukkiah,F,Biblical,"God Has Emptied"
Bunah,M,Biblical,"Intelligence"
Bunah,F,Biblical,"Intelligence"
Bunni,M,Biblical,"Built"
Bunni,F,Biblical,"Built"
Buz,M,Biblical,"Contempt"
Caesar,M,Biblical,"Long Haired"
Caesarea,F,Biblical,"City Of The King"
Caiaphas,M,Biblical," "
Cain,M,Biblical,"Acquired"
Cainan,M,Biblical,"Possession"
Calah,M,Biblical,"Maturity"
Calah,F,Biblical,"Maturity"
Calamus,M,Biblical,"Aromatic Reed"
Calamus,F,Biblical,"Aromatic Reed"
Caleb,M,Biblical,"Dog"
Calvary,M,Biblical,"Place Of A Skull"
Calvary,F,Biblical,"Place Of A Skull"
Cana,M,Biblical,"A Place Of Reeds"
Canaan,M,Biblical,"A Place Of Reeds"
Candace,F,Biblical,"Queen Of Ethiopia"
Carmel,F,Biblical,"Our Lady Of Carmel"
Carmi,M,Biblical,"Vine"
Carpus,M,Biblical,"Fruit Profits"
Casiphia,F,Biblical,"Silvery"
Cassia,F,Biblical,"Spice"
Castor,M,Biblical,"Beaver"
Cedron,M,Biblical,"Turbid"
Cephas,M,Biblical,"Rock"
Chalil,M,Biblical,"Perforated Pipe"
Chamberlain,M,Biblical,"Officer Of The King"
Charity,F,Biblical,"Good Will"
Chelub,M,Biblical,"Cage"
Chenani,M,Biblical,"Planted"
Chenani,F,Biblical,"Planted"
Chenaniah,M,Biblical,"Yahweh Establishes"
Chephirah,M,Biblical,"Village"
Chephirah,F,Biblical,"Young Lioness"
Cherith,F,Biblical,"Seperation"
Chesed,M,Biblical,"Gain"
Chesil,M,Biblical,"Idolatrous"
Chesil,F,Biblical,"Idolatrou"
Chezib,M,Biblical,"False"
Chislon,M,Biblical,"Hopeful"
Chittim,M,Biblical,"Bruisers"
Chittim,F,Biblical,"Bruisers"
Chloe,F,Biblical,"Green Shoot"
Christian,M,Biblical,"Follower Of Christ"
Christian,F,Biblical,"Follower Of Christ"
Claudia,F,Biblical,"Lame Crippled"
Claudius,M,Biblical,"Lame"
Clement,M,Biblical,"Mild"
Cleopas,F,Biblical,"Glory Of The Father"
Cleophas,M,Biblical," "
Clopas,M,Biblical," "
Conaniah,M,Biblical,"Made By God"
Coniah,M,Biblical,"God Will Establish"
Coniah,F,Biblical,"God Will Establish"
Corban,M,Biblical,"An Offering To The Temple"
Corith,M,Biblical," "
Corith,F,Biblical," "
Cornelius,M,Biblical,"Horn"
Cosam,M,Biblical,"Divining"
Coz,M,Biblical,"Thorn"
Cozbi,F,Biblical,"Deceitful"
Crescens,M,Biblical,"Increasing"
Crispus,M,Biblical,"Curly"
Cyrene,F,Biblical,"Supremacy Of The Bridle"
Cyrus,M,Biblical,"Far Sighted"
Dagon,M,Biblical,"Little Fish"
Dalmatia,M,Biblical,"A Priestly Robe"
Dalmatia,F,Biblical,"A Priestly Robe"
Damaris,F,Biblical,"Calf"
Damascus,M,Biblical,"Swift Camel"
Damascus,F,Biblical,"Swift Camel"
Dan,M,Biblical,"He Judged"
Daniel,M,Biblical,"God Is My Judge"
Dannah,M,Biblical,"Judgement"
Dannah,F,Biblical,"Judgement"
Daphne,F,Biblical,"Laurel Tree"
Darius,M,Biblical,"To Possess Good"
Darling,F,Biblical,"Beloved"
Dathan,M,Biblical,"Fountain"
David,M,Biblical,"Beloved"
Deacon,M,Biblical,"Messenger"
Deborah,F,Biblical,"Bee"
Delaiah,M,Biblical,"Yahweh Has Drawn"
Delilah,F,Biblical,"Delicate Weak Languishing"
Demetrius,M,Biblical,"Belonging To Ceres"
Diana,F,Biblical,"Complete Light"
Diklah,M,Biblical,"Palm Grove"
Diklah,F,Biblical,"Palm Grove"
Dinah,F,Biblical,"Judged"
Dionysius,M,Biblical,"God Of Wine"
Dorcas,F,Biblical,"Gazelle"
Dothan,M,Biblical,"Two Wells"
Drusilla,F,Biblical,"Strong"
Earnest,M,Biblical,"Pledge"
Ebenezer,M,Biblical,"Stone Of Help"
Ebony,F,Biblical,"Black Hard Wood"
Ed,M,Biblical,"Witness"
Eden,M,Biblical,"Delight"
Eden,F,Biblical,"Delight"
Edna,F,Biblical,"Pleasure"
Eder,M,Biblical,"Flock"
Edna,F,Biblical,"Pleasure"
Edom,M,Biblical,"Red"
Efraim,M,Biblical,"Fruitful"
Ehud,M,Biblical,"United"
Elah,M,Biblical,"Oak Tree"
Elah,F,Biblical,"Oak Tree"
Elam,M,Biblical,"Hidden"
Eldad,M,Biblical,"God Has Loved"
Eleazar,M,Biblical,"My God Has Helped"
Elhanan,M,Biblical,"God Is Gracious"
Eli,M,Biblical,"Ascension"
Eliab,M,Biblical,"God Is Knowing"
Eliah,M,Biblical,"My God Is Yahweh"
Eliah,F,Biblical,"My God Is Yahweh"
Eliakim,M,Biblical,"God Rises"
Eliam,M,Biblical,"God Of The People"
Elias,M,Biblical,"My God Is Yahweh"
Eliasaph,M,Biblical,"God Has Added"
Eliel,M,Biblical,"My God Is God"
Eliezer,M,Biblical,"My God Is Help"
Elihu,M,Biblical,"My God Is Yahweh"
Elijah,M,Biblical,"My God Is Yahweh"
Elika,M,Biblical,"My God Rejects"
Elika,F,Biblical,"My God Rejects"
Elimelech,M,Biblical,"My God Is King"
Elimelech,F,Biblical,"My God Is King"
Elioenai,M,Biblical,"My Eyes Look To God"
Eliphal,M,Biblical,"God Of Judgement"
Eliphalet,M,Biblical,"God Is Release"
Eliphelet,M,Biblical,"God Is Release"
Eliphaz,M,Biblical,"God Of Gold"
Elisabeth,F,Biblical,"My God Is Abundance"
Elisha,M,Biblical,"My God Is Salvation"
Elisha,F,Biblical,"My God Is Salvation"
Elishah,M,Biblical,"God Is Salvation"
Elishah,F,Biblical,"God Is Salvation"
Elishama,M,Biblical,"Whom God Hears"
Elishama,F,Biblical,"Whom God Hears"
Elisheba,F,Biblical,"My God Is Abundance"
Elishua,M,Biblical,"My God Is Wealth"
Elishua,F,Biblical,"My God Is Wealth"
Eliud,M,Biblical,"God Is Grandeur"
Elizaphan,M,Biblical,"Whom God Protects"
Elizaphan,F,Biblical,"Whom God Protects"
Elizabeth,F,Biblical,"My God Is An Oath"
Elkanah,M,Biblical,"God Has Purchased"
Elnathan,M,Biblical,"God Has Given"
Elohim,M,Biblical,"God"
Elon,M,Biblical,"Oak"
Elymas,M,Biblical,"Wise Man"
Emerald,F,Biblical,"Green Gemstone"
Emmanuel,M,Biblical,"God Is With Us"
Enoch,M,Biblical,"Dedicated"
Enos,M,Biblical,"Human Being"
Enosh,M,Biblical,"Human Being"
Epaphras,M,Biblical,"Foamy"
Ephraim,M,Biblical,"Fruitful"
Ephrain,M,Biblical,"Fawn Like"
Ephrath,F,Biblical,"Fruitful Place"
Ephron,M,Biblical,"Fawn Like"
Eran,M,Biblical,"Watchful Vigilant"
Erastus,M,Biblical,"Beloved"
Esaias,M,Biblical,"God's Help"
Esau,M,Biblical,"Hairy"
Esdras,M,Biblical,"Help"
Eshcol,M,Biblical,"Cluster Of Grapes"
Eshean,M,Biblical,"Support"
Eshel,M,Biblical,"Grove"
Eshtaol,M,Biblical,"Entreaty"
Eshton,M,Biblical,"Restful"
Esli,M,Biblical,"Reserved Of God"
Esli,M,Biblical,"Reserved Of God"
Esther,F,Biblical,"Star"
Ethan,M,Biblical,"Solid Enduring"
Eunice,F,Biblical,"Good Victory"
Euodias,F,Biblical,"Prosperous Journey"
Eutychus,M,Biblical,"Fortunate"
Eve,F,Biblical,"To Breathe"
Evi,M,Biblical,"My Desire"
Evi,F,Biblical,"My Desire"
Ezar,M,Biblical,"Help"
Ezekias,M,Biblical,"The Might Of God"
Ezekiel,M,Biblical,"God Strengthens"
Ezel,M,Biblical,"Separation"
Ezel,F,Biblical,"Separation"
Ezer,M,Biblical,"Help"
Ezra,M,Biblical,"Help"
Ezri,M,Biblical,"Help Of God"
Ezri,F,Biblical,"Help Of God"
Felix,M,Biblical,"Lucky Successful"
Festus,M,Biblical,"Festival Holiday"
Fowler,M,Biblical,"One Who Traps Birds"
Fuller,M,Biblical,"One Who Whitens Clothes"
Gabriel,M,Biblical,"Strong Man Of God"
Gad,M,Biblical,"Fortune"
Gaddiel,M,Biblical,"Fortune Of God"
Gaius,M,Biblical,"Master"
Galatia,F,Biblical,"Land Of The Galli"
Galilee,M,Biblical,"Revolution"
Galilee,F,Biblical,"Revolution"
Gallio,M,Biblical,"One Who Lives On Milk"
Gamal,M,Biblical,"Camel"
Gamaliel,M,Biblical,"Benefit Of God"
Gedaliah,M,Biblical,"Yahweh Is Great"
Gehazi,M,Biblical,"Valley Of Vision"
Gehazi,F,Biblical,"Valley Of Vision"
Gemalli,M,Biblical,"Camel Driver"
Gemalli,F,Biblical,"Camel Driver"
Gemariah,M,Biblical,"Yahweh Has Accomplished"
Gera,M,Biblical,"A Grain"
Gershom,M,Biblical,"A Stranger There"
Gershon,M,Biblical,"A Stranger There"
Gethsemane,F,Biblical,"Oil Vat"
Gideon,M,Biblical,"Hewer"
Gilead,M,Biblical,"Monument Of Testimony"
Goliath,M,Biblical,"Uncovered"
Gomer,M,Biblical,"Complete"
Gomer,F,Biblical,"Complete"
Grace,F,Biblical,"Benovolence"
Gudgodah,M,Biblical,"Cleft"
Habakkuk,M,Biblical,"Embrace"
Hachilah,M,Biblical,"Dark"
Hachilah,F,Biblical,"Dark"
Hadar,M,Biblical,"Chamber"
Hadassah,F,Biblical,"Myrtle Tree"
Hagar,F,Biblical,"Flight"
Haggai,M,Biblical,"Festive"
Haggith,F,Biblical,"Festive"
Halah,M,Biblical,"Painful"
Halah,F,Biblical,"Painful"
Hali,M,Biblical,"Necklace"
Hali,F,Biblical,"Necklace"
Hallel,M,Biblical,"Praise"
Hallel,F,Biblical,"Praise"
Ham,M,Biblical,"Hot Warm"
Hammom,M,Biblical,"Warm Springs"
Hamuel,M,Biblical,"Heat Of God"
Hamul,M,Biblical,"Spared"
Hanameel,M,Biblical,"God Is Gracious"
Hanan,M,Biblical,"Gracious"
Hananeel,M,Biblical,"God Has Been Gracious"
Hanani,M,Biblical,"Gracious"
Hanani,F,Biblical,"Gracious"
Hananiah,M,Biblical,"Yahweh Is Gracious"
Haniel,M,Biblical,"Grace Of God"
Hannah,F,Biblical,"Grace"
Hanniel,M,Biblical,"Favored By God"
Hanoch,M,Biblical,"Dedicated"
Haradah,M,Biblical,"Fear"
Haradah,F,Biblical,"Fear"
Haran,M,Biblical,"Hill Mountain"
Harod,M,Biblical,"Trembling"
Hasadiah,M,Biblical,"God Has Favored"
Hasadiah,F,Biblical,"God Has Favored"
Hasrah,M,Biblical,"Poor"
Hasrah,F,Biblical,"Poor"
Harril,M,Biblical,"Doubtful"
Hauran,M,Biblical,"Cave-Land"
Havilah,M,Biblical,"Stretch Of Sand"
Havilah,F,Biblical,"Stretch Of Sand"
Hazael,M,Biblical,"God Sees"
Hazaiah,M,Biblical,"God Has Seen"
Hazaiah,F,Biblical,"God Has Seen"
Hazel,F,Biblical,"Nut Bearing Tree"
Haziel,M,Biblical,"Vision Of God"
Hazor,M,Biblical,"Castle"
Heath,M,Biblical,"Small Shrub"
Heber,M,Biblical,"Enclave"
Helah,F,Biblical,"Rust"
Helek,M,Biblical,"Portion"
Helez,M,Biblical,"Strength"
Heli,M,Biblical,"Ascension"
Helkai,M,Biblical,"God Is My Portion"
Hephzibah,F,Biblical,"My Delight Is In Her"
Hepzibah,F,Biblical,"My Delight Is In Her"
Hermon,M,Biblical,"Peak"
Herod,M,Biblical,"Song Of The Hero"
Herodias,F,Biblical,"Heroic"
Herodion,M,Biblical,"Song Of The Hero"
Heshmon,M,Biblical,"Rich Soil"
Hezeki,M,Biblical,"Strong"
Hezekiah,M,Biblical,"Yahweh Strengthens"
Hiddekel,M,Biblical,"Rapid"
Hiddekel,F,Biblical,"Rapid"
Hilkiah,M,Biblical,"God Is My Portion"
Hilkiah,F,Biblical,"God Is My Portion"
Hillel,M,Biblical,"Praise"
Hirah,M,Biblical,"Splendour"
Hiram,M,Biblical,"Exalted Brother"
Hizkiah,M,Biblical,"Yahweh Strengthens"
Hizkijah,M,Biblical,"God Strengthens"
Hodiah,F,Biblical,"Majesty Of Yahweh"
Honor,F,Biblical,"Esteem"
Hope,F,Biblical,"Confident Expectation"
Hophni,M,Biblical,"Pugilist"
Hophni,F,Biblical,"Pugilist"
Hori,M,Biblical,"Cave Dweller"
Hori,F,Biblical,"Cave Dweller"
Hosah,M,Biblical,"Hopeful"
Hosah,F,Biblical,"Hopeful"
Hosanna,F,Biblical,"Deliver Us"
Hosea,M,Biblical,"Salvation"
Hoshea,M,Biblical,"Salvation"
Hulda,F,Biblical,"Weasel Mole"
Huldah,F,Biblical,"Weasel Mole"
Huram,M,Biblical,"Noble Born"
Hushai,M,Biblical,"Quick"
Hushai,F,Biblical,"Quick"
Huri,M,Biblical,"Linen Weaver"
Ibhar,M,Biblical,"Chosen By God"
Ibnijah,M,Biblical,"Whom God Will Build Up"
Ibri,M,Biblical,"Hebrew"
Ibri,F,Biblical,"Hebrew"
Ibzan,M,Biblical,"Illustrious"
Ichabod,M,Biblical,"No Glory"
Iddo,M,Biblical,"Timely"
Idumea,M,Biblical,"Red"
Idumea,F,Biblical,"Red"
Igal,M,Biblical,"Avenger"
Igdaliah,M,Biblical,"Whom God Makes Great"
Igdaliah,F,Biblical,"Whom God Makes Great"
Ijon,M,Biblical,"Ruin"
Ilai,M,Biblical,"Exalted"
Ilai,F,Biblical,"Exalted"
Imlah,M,Biblical,"Full"
Imlah,F,Biblical,"Full"
Immanuel,M,Biblical,"God Is With Us"
Imnah,M,Biblical,"Prosperity"
Imnah,F,Biblical,"Prosperity"
Imrah,M,Biblical,"Interchange"
Imrah,F,Biblical,"Interchange"
Imri,M,Biblical,"Eloquent"
Imri,F,Biblical,"Eloquent"
Ira,M,Biblical,"Watchful"
Irad,M,Biblical,"Wakefulness"
Iri,M,Biblical,"Fleet"
Iri,M,Biblical,"Urbane"
Iri,F,Biblical,"Urbane"
Isaac,M,Biblical,"He Laughs"
Isaiah,M,Biblical,"Yahweh Is Salvation"
Isaias,M,Biblical,"Yahweh Is Salvation"
Iscah,F,Biblical,"To Behold"
Ishbak,M,Biblical,"He Releases"
Ishi,M,Biblical,"He Saves Me"
Ishi,F,Biblical,"He Saves Me"
Ishiah,M,Biblical,"God Will Lend"
Ishijah,M,Biblical,"God Will Lend"
Ishijah,F,Biblical,"God Will Lend"
Ishmael,M,Biblical,"God Will Hear"
Ishmaiah,M,Biblical,"God Will Hear"
Ishmerai,M,Biblical,"Yahweh Guards"
Ishod,M,Biblical,"Man Of Glory"
Ishmachiah,M,Biblical,"God Will Uphold"
Ismaiah,M,Biblical,"God Will Hear"
Ishvi,M,Biblical,"He Resembles Me"
Israel,M,Biblical,"God Contended"
Issachar,M,Biblical,"Hireling"
Ithai,M,Biblical,"With Me"
Ithmah,M,Biblical,"Orphan"
Ithmah,F,Biblical,"Orphan"
Ithamar,M,Biblical,"Palm Island"
Ithiel,M,Biblical,"God Is With Me"
Ittai,M,Biblical,"With Me"
Ivah,F,Biblical,"District Of Babylon"
Izri,M,Biblical,"Creator"
Izri,F,Biblical,"Creator"
Jaala,M,Biblical,"Wild Goat"
Jaasau,M,Biblical,"They Will Do"
Jaaziel,M,Biblical,"Made Bold By God"
Jabez,M,Biblical,"Sorrow"
Jabin,M,Biblical,"Perceptive"
Jachin,M,Biblical,"He Establishes"
Jachinth,F,Biblical,"Deep Purple"
Jacob,M,Biblical,"May God Protect"
Jada,M,Biblical,"He Knows"
